"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"22.08.2025","11,2411","11,2193","11,2772","11,1720","","0,18%"
"21.08.2025","11,2214","11,2165","11,2297","11,1610","","0,03%"
"20.08.2025","11,2176","11,2386","11,2476","11,1569","","-0,26%"
"19.08.2025","11,2463","11,1700","11,2489","11,1657","","0,68%"
"18.08.2025","11,1706","11,1571","11,2164","11,1215","","0,10%"
"15.08.2025","11,1596","11,1059","11,1799","11,1014","","0,47%"
"14.08.2025","11,1069","11,0774","11,1414","11,0373","","0,31%"
"13.08.2025","11,0730","11,0618","11,1447","11,0363","","0,06%"
"12.08.2025","11,0667","11,0608","11,1477","11,0605","","0,07%"
"11.08.2025","11,0589","11,1362","11,1547","11,0587","","-0,69%"
"08.08.2025","11,1355","11,0352","11,1490","11,0297","","0,91%"
"07.08.2025","11,0354","11,1385","11,1592","11,0235","","-0,92%"
"06.08.2025","11,1381","11,1261","11,1749","11,1244","","0,02%"
"05.08.2025","11,1359","11,1093","11,1759","11,0919","","0,15%"
"04.08.2025","11,1197","11,1330","11,1462","11,0910","","0,24%"
"01.08.2025","11,0931","11,2610","11,2610","11,0931","","-1,51%"
"31.07.2025","11,2632","11,2605","11,3454","11,0773","","0,02%"
"30.07.2025","11,2605","11,3206","11,4737","11,1927","","-0,35%"
"29.07.2025","11,2997","11,3307","11,5095","11,2866","","-0,30%"
"28.07.2025","11,3335","11,0778","11,3335","11,0607","","2,31%"
"25.07.2025","11,0781","11,1819","11,1819","11,0495","","0,01%"
"24.07.2025","11,0771","10,9627","11,1214","10,9400","","1,17%"
"23.07.2025","10,9494","10,9508","10,9780","10,9285","","0,08%"
"22.07.2025","10,9409","10,9064","10,9423","10,8633","","0,40%"
"21.07.2025","10,8969","10,9659","10,9689","10,8898","","-0,63%"
"18.07.2025","10,9657","10,8645","10,9657","10,8576","","0,93%"
"17.07.2025","10,8645","10,9133","10,9627","10,8645","","-0,46%"
"16.07.2025","10,9143","10,8741","10,9342","10,8592","","0,27%"
"15.07.2025","10,8846","10,8829","10,9090","10,8163","","-0,11%"
"14.07.2025","10,8969","10,8774","10,9854","10,8410","","0,20%"
"11.07.2025","10,8753","10,5995","10,8819","10,8086","","0,62%"
"10.07.2025","10,8086","10,8856","10,8981","10,8086","","-0,71%"
"09.07.2025","10,8856","10,9422","10,9422","10,8643","","-0,52%"
"08.07.2025","10,9422","10,9690","10,9757","10,8948","","-0,25%"
"07.07.2025","10,9691","10,9893","11,0219","10,9469","","-0,19%"
"04.07.2025","10,9905","11,0613","11,0697","10,8887","","-0,36%"
"03.07.2025","11,0299","11,0089","11,0428","10,9610","","0,14%"
"02.07.2025","11,0141","10,9568","11,0141","10,9399","","0,53%"
"01.07.2025","10,9555","10,9258","10,9792","10,9171","","0,36%"
"30.06.2025","10,9159","10,9569","10,9866","10,9134","","-0,26%"
"27.06.2025","10,9445","10,9870","10,9870","10,8611","","-0,39%"
"26.06.2025","10,9870","10,9157","11,0224","10,9036","","0,77%"
"25.06.2025","10,9033","10,8936","10,9401","10,8587","","-0,23%"
"24.06.2025","10,9285","10,9400","10,9889","10,8822","","-0,04%"
"23.06.2025","10,9332","10,9225","10,9595","10,8685","","0,00%"
"20.06.2025","10,9334","10,8509","10,9416","10,8509","","0,28%"
"19.06.2025","10,9031","10,9142","10,9345","10,8473","","-0,14%"
"18.06.2025","10,9188","10,9237","11,0081","10,8805","","-0,06%"
"17.06.2025","10,9252","10,9684","11,0249","10,9059","","-0,23%"
"16.06.2025","10,9509","11,0931","11,0956","10,9145","","-1,34%"
"13.06.2025","11,0992","11,1419","11,1511","11,0307","","-0,48%"
"12.06.2025","11,1525","11,0563","11,2308","11,0026","","0,91%"
"11.06.2025","11,0521","10,9231","11,0763","10,8687","","1,23%"
"10.06.2025","10,9180","11,0018","11,0018","10,9106","","-0,76%"
"09.06.2025","11,0011","10,9695","11,0452","10,9360","","0,31%"
"06.06.2025","10,9673","10,7603","11,0788","10,7506","","1,88%"
"05.06.2025","10,7651","11,0429","11,1159","10,7651","","-2,40%"
"04.06.2025","11,0297","10,9867","11,0297","10,8902","","0,39%"
"03.06.2025","10,9870","10,9657","11,0158","10,9081","","-0,18%"
"02.06.2025","11,0073","10,9046","11,0525","10,9046","","2,26%"
"30.05.2025","10,7643","10,7012","10,9885","10,6936","","0,59%"
"29.05.2025","10,7015","11,0798","11,0973","10,7015","","-3,61%"
"28.05.2025","11,1018","11,1548","11,1929","11,0262","","-0,46%"
"27.05.2025","11,1527","11,1048","11,1558","11,0791","","0,49%"
"26.05.2025","11,0980","11,0810","11,1260","11,0727","","0,24%"
"23.05.2025","11,0715","11,0644","11,1384","11,0357","","0,11%"
"22.05.2025","11,0594","11,0771","11,1045","11,0062","","-0,12%"
"21.05.2025","11,0726","11,1685","11,2055","11,0726","","-0,85%"
"20.05.2025","11,1677","11,1911","11,2003","11,0086","","-0,22%"
"19.05.2025","11,1922","11,2364","11,2364","11,0575","","-0,38%"
"16.05.2025","11,2352","11,1039","11,2479","11,1039","","1,22%"
"15.05.2025","11,0999","11,1459","11,1743","11,0826","","-0,45%"
"14.05.2025","11,1500","11,0866","11,1845","11,0611","","0,63%"
"13.05.2025","11,0805","11,2602","11,2709","11,0300","","-1,47%"
"12.05.2025","11,2456","11,4138","11,4201","11,1762","","-1,35%"
"09.05.2025","11,3998","11,3770","11,6810","11,3636","","0,08%"
"08.05.2025","11,3909","11,1418","11,4505","11,1376","","2,08%"
"07.05.2025","11,1588","11,2889","11,2889","11,1414","","-1,19%"
"06.05.2025","11,2927","11,2370","11,5006","11,1126","","0,99%"
"05.05.2025","11,1823","11,3955","11,3975","11,0709","","-1,74%"
"02.05.2025","11,3803","11,1823","11,4147","11,1823","","0,92%"
"01.05.2025","11,2771","11,2771","11,2771","11,2771","","0,00%"
"30.04.2025","11,2771","11,2704","11,2877","11,1656","","-0,03%"
"29.04.2025","11,2800","11,3414","11,3665","11,1277","","-0,44%"
"28.04.2025","11,3302","11,3332","11,3850","11,2634","","-0,07%"
"25.04.2025","11,3376","11,4066","11,4398","11,3130","","-0,68%"
"24.04.2025","11,4154","11,3782","11,4553","11,2491","","0,22%"
"23.04.2025","11,3902","11,1623","11,5386","11,1515","","2,16%"
"22.04.2025","11,1490","11,0943","11,1767","11,0146","","0,39%"
"21.04.2025","11,1059","11,2603","11,2690","11,0266","","-1,24%"
"18.04.2025","11,2450","11,2524","11,2769","11,0369","","-0,09%"
"17.04.2025","11,2547","11,3508","11,3606","11,1892","","-0,91%"
"16.04.2025","11,3579","11,4056","11,4635","11,2080","","-0,53%"
"15.04.2025","11,4188","11,2490","11,4253","11,1794","","1,53%"
"14.04.2025","11,2465","11,3950","11,5011","11,2408","","-1,48%"
"11.04.2025","11,4151","11,4269","11,6440","11,3988","","0,01%"
"10.04.2025","11,4143","11,7197","11,9158","11,2790","","-2,61%"
"09.04.2025","11,7203","11,6866","11,8506","11,6431","","0,20%"
"08.04.2025","11,6972","11,7434","11,7575","11,6126","","-0,75%"
"07.04.2025","11,7859","11,5641","11,8431","11,5466","","1,58%"
"04.04.2025","11,6021","11,5435","11,7755","11,5215","","0,47%"
"03.04.2025","11,5473","11,5445","11,6006","11,4980","","-0,37%"
"02.04.2025","11,5902","11,6209","11,6909","11,5349","","-0,27%"
"01.04.2025","11,6215","11,4317","11,7304","11,4204","","1,63%"
"31.03.2025","11,4355","11,7049","11,9291","11,4369","","-2,21%"
"28.03.2025","11,6940","11,6343","11,7969","11,4779","","0,56%"
"27.03.2025","11,6286","11,5735","11,6967","11,4946","","0,54%"
"26.03.2025","11,5659","11,6547","11,6547","11,5143","","-0,79%"
"25.03.2025","11,6576","11,5482","11,6701","11,4995","","0,84%"
"24.03.2025","11,5610","11,6427","11,6508","11,5087","","-0,80%"
"21.03.2025","11,6547","11,7131","11,7222","11,4186","","-0,51%"
"20.03.2025","11,7148","11,6218","11,8386","11,5393","","0,86%"
"19.03.2025","11,6152","11,3044","11,6529","11,2972","","2,72%"
"18.03.2025","11,3072","11,5412","11,6366","11,2145","","-1,97%"
"17.03.2025","11,5341","11,8296","11,8643","11,5017","","-2,33%"
"14.03.2025","11,8093","11,8961","12,0281","11,7907","","-0,80%"
"13.03.2025","11,9043","12,0405","12,0541","11,5089","","-1,12%"
"12.03.2025","12,0395","11,8601","12,0480","11,8007","","1,66%"
"11.03.2025","11,8426","12,0747","12,2702","11,7744","","-1,86%"
"10.03.2025","12,0674","12,4257","12,4264","12,0524","","-2,98%"
"07.03.2025","12,4377","12,2744","12,6471","12,0252","","1,31%"
"06.03.2025","12,2773","12,4834","12,4910","12,2796","","-1,50%"
"05.03.2025","12,4639","12,3510","12,4663","12,2715","","0,93%"
"04.03.2025","12,3496","12,3080","12,3519","12,2223","","0,31%"
